pixel_0_0,pixel_0_1,pixel_0_2,pixel_0_3,pixel_0_4,pixel_0_5,pixel_0_6,pixel_0_7,pixel_1_0,pixel_1_1,pixel_1_2,pixel_1_3,pixel_1_4,pixel_1_5,pixel_1_6,pixel_1_7,pixel_2_0,pixel_2_1,pixel_2_2,pixel_2_3,pixel_2_4,pixel_2_5,pixel_2_6,pixel_2_7,pixel_3_0,pixel_3_1,pixel_3_2,pixel_3_3,pixel_3_4,pixel_3_5,pixel_3_6,pixel_3_7,pixel_4_0,pixel_4_1,pixel_4_2,pixel_4_3,pixel_4_4,pixel_4_5,pixel_4_6,pixel_4_7,pixel_5_0,pixel_5_1,pixel_5_2,pixel_5_3,pixel_5_4,pixel_5_5,pixel_5_6,pixel_5_7,pixel_6_0,pixel_6_1,pixel_6_2,pixel_6_3,pixel_6_4,pixel_6_5,pixel_6_6,pixel_6_7,pixel_7_0,pixel_7_1,pixel_7_2,pixel_7_3,pixel_7_4,pixel_7_5,pixel_7_6,pixel_7_7,UMAP_1,UMAP_2,TSNE_1,TSNE_2,PHATE_1,PHATE_2,PCA_1,PCA_2,Z
0.0,1.0,8.0,15.0,16.0,16.0,9.0,0.0,0.0,8.0,16.0,12.0,8.0,8.0,5.0,0.0,0.0,8.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,8.0,13.0,8.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,1.0,0.0,0.0,0.0,0.0,12.0,15.0,5.0,0.0,0.0,0.0,-6.6298304,0.38431212,4.6291213,-16.397041,-0.0017868980317933126,0.005673294934295164,1.743660364420605,12.013778655115699,5
0.0,0.0,5.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,16.0,14.0,9.0,0.0,0.0,0.0,2.0,16.0,8.0,3.0,8.0,9.0,0.0,0.0,0.0,14.0,2.0,0.0,3.0,16.0,1.0,0.0,0.0,6.0,15.0,16.0,14.0,5.0,0.0,-0.26588964,-3.7196925,39.365532,-26.549809,-0.025890669126493255,0.010524951280103506,12.785958523900325,-16.635345959658892,6
0.0,0.0,6.0,12.0,10.0,14.0,8.0,0.0,0.0,0.0,15.0,14.0,13.0,16.0,3.0,0.0,0.0,1.0,12.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,8.0,2.0,0.0,0.0,0.0,9.0,16.0,16.0,16.0,9.0,0.0,0.0,0.0,2.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,-2.994747,16.284622,6.2602267,39.81223,0.012734716183828638,-0.018161757788296908,-5.360000038275436,18.292157562102645,7
0.0,0.0,7.0,15.0,16.0,8.0,0.0,0.0,0.0,0.0,16.0,7.0,6.0,15.0,3.0,0.0,0.0,4.0,16.0,0.0,7.0,13.0,4.0,0.0,0.0,0.0,16.0,2.0,8.0,14.0,8.0,0.0,0.0,0.0,12.0,14.0,14.0,7.0,0.0,0.0,0.0,0.0,9.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,14.0,2.0,0.0,0.0,0.0,0.0,5.0,11.0,10.0,10.0,0.0,0.0,0.7666975,10.281253,-7.769353,1.7024587,0.01685177781028943,0.00490486036388762,1.5303687749053645,3.9164990680652996,8
0.0,1.0,11.0,16.0,11.0,1.0,0.0,0.0,0.0,6.0,11.0,16.0,16.0,7.0,0.0,0.0,0.0,1.0,2.0,9.0,16.0,11.0,0.0,0.0,0.0,2.0,14.0,12.0,16.0,12.0,0.0,0.0,0.0,0.0,3.0,8.0,4.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,4.0,12.0,16.0,14.0,6.0,0.0,0.0,0.0,14.0,8.0,4.0,0.0,0.0,0.0,-2.446657,7.1984735,-31.372759,-11.486073,0.009312092935249133,0.019814364036741642,-12.8790294481793,0.9560711409063445,9
0.0,0.0,2.0,14.0,9.0,1.0,0.0,0.0,0.0,1.0,12.0,12.0,11.0,8.0,0.0,0.0,0.0,4.0,14.0,1.0,0.0,13.0,3.0,0.0,0.0,8.0,13.0,0.0,0.0,10.0,6.0,0.0,0.0,5.0,16.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,16.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,13.0,11.0,10.0,15.0,4.0,0.0,0.0,0.0,3.0,15.0,16.0,5.0,0.0,0.0,16.115208,9.241731,3.4087918,-56.687874,-0.03239555964657898,0.0014456846176848588,3.7557379698120537,-26.31138956360457,0
0.0,0.0,6.0,10.0,8.0,3.0,0.0,0.0,0.0,0.0,6.0,16.0,16.0,9.0,0.0,0.0,0.0,0.0,9.0,16.0,16.0,6.0,0.0,0.0,0.0,0.0,7.0,16.0,16.0,10.0,0.0,0.0,0.0,0.0,11.0,16.0,16.0,8.0,0.0,0.0,0.0,0.0,7.0,16.0,16.0,9.0,0.0,0.0,0.0,0.0,10.0,16.0,16.0,6.0,0.0,0.0,0.0,0.0,4.0,9.0,12.0,11.0,2.0,0.0,1.9144127,10.840334,0.9165383,14.537055,0.009647600805365445,-0.003947164590993942,8.85155174323186,17.003360532648266,1
0.0,0.0,8.0,15.0,15.0,2.0,0.0,0.0,0.0,2.0,16.0,13.0,12.0,10.0,0.0,0.0,0.0,3.0,15.0,1.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,1.0,0.0,0.0,0.0,0.0,8.0,16.0,7.0,0.0,0.0,0.0,0.0,6.0,16.0,16.0,13.0,7.0,6.0,1.0,0.0,0.0,7.0,5.0,12.0,16.0,15.0,2.0,7.0231423,4.9840784,-27.20561,27.694487,0.021994903390887194,-0.0053550879348033,-8.671726300725512,7.679676396597166,2
0.0,0.0,7.0,13.0,16.0,5.0,0.0,0.0,0.0,6.0,15.0,7.0,6.0,14.0,0.0,0.0,0.0,9.0,5.0,1.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,4.0,5.0,2.0,5.0,13.0,0.0,0.0,0.0,6.0,12.0,16.0,14.0,5.0,0.0,-2.429172,6.5761423,-42.079693,-7.2148194,0.008709417362023665,0.019983684628731364,-23.394707456111778,-5.353395579576157,3
0.0,0.0,0.0,6.0,15.0,1.0,0.0,0.0,0.0,0.0,5.0,16.0,10.0,0.0,8.0,6.0,0.0,2.0,16.0,11.0,0.0,9.0,16.0,6.0,0.0,8.0,16.0,14.0,14.0,16.0,13.0,1.0,0.0,6.0,12.0,12.0,12.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,0.0,0.0,0.0,4.4987903,18.988003,38.508904,16.057516,-0.004260164413556789,-0.02392940092599046,14.489786195507655,-1.051045490083566,4
0.0,1.0,7.0,15.0,16.0,16.0,14.0,0.0,0.0,10.0,16.0,11.0,6.0,3.0,1.0,0.0,0.0,7.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,8.0,16.0,12.0,16.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,2.0,0.0,0.0,0.0,0.0,13.0,15.0,5.0,0.0,0.0,0.0,-7.152347,0.70804465,1.4955732,-17.682922,-0.00473236120135571,0.00967249470612559,-4.617950588230476,10.564442752368679,5
0.0,0.0,2.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,10.0,10.0,5.0,0.0,0.0,0.0,5.0,16.0,15.0,12.0,14.0,6.0,0.0,0.0,4.0,16.0,3.0,0.0,8.0,12.0,0.0,0.0,0.0,14.0,9.0,4.0,11.0,13.0,0.0,0.0,0.0,3.0,14.0,16.0,12.0,3.0,0.0,-0.13991755,-4.187127,36.649063,-28.54037,-0.02305070446340189,0.014392522268093148,11.12171974345603,-19.379997579580184,6
0.0,0.0,3.0,15.0,16.0,16.0,12.0,0.0,0.0,0.0,12.0,12.0,7.0,16.0,6.0,0.0,0.0,4.0,12.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,7.0,0.0,0.0,0.0,0.0,8.0,13.0,16.0,16.0,6.0,0.0,0.0,0.0,12.0,15.0,12.0,6.0,1.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,2.0,0.0,0.0,0.0,-2.8330965,16.384375,8.500679,38.73852,0.012953068769695323,-0.019436532308382513,-0.036646284156224396,15.998428880522683,7
0.0,0.0,14.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,13.0,8.0,8.0,0.0,0.0,0.0,12.0,7.0,12.0,14.0,5.0,0.0,0.0,0.0,4.0,15.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,11.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,14.0,15.0,12.0,1.0,0.0,0.0,0.6110987,9.818169,-7.072098,6.8988423,0.017269434765003026,0.00583319164545037,-11.211001000843542,15.329800580192861,8
0.0,0.0,12.0,15.0,13.0,2.0,0.0,0.0,0.0,1.0,16.0,5.0,5.0,13.0,0.0,0.0,0.0,1.0,7.0,13.0,0.0,8.0,4.0,0.0,0.0,6.0,11.0,13.0,13.0,15.0,4.0,0.0,0.0,1.0,9.0,12.0,12.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,10.0,13.0,12.0,15.0,6.0,0.0,-5.481656,5.647487,-25.620413,-11.435866,0.005129288440311305,0.018211786377183188,-10.903059600185642,-7.629518241097527,9
0.0,0.0,3.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,12.0,4.0,0.0,0.0,0.0,2.0,14.0,0.0,1.0,13.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,7.0,5.0,0.0,0.0,2.0,13.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,15.0,3.0,0.0,3.0,14.0,0.0,0.0,0.0,7.0,12.0,8.0,11.0,12.0,0.0,0.0,0.0,2.0,11.0,16.0,11.0,2.0,0.0,15.832629,9.081977,-0.67488587,-61.727264,-0.0338145800752055,-5.6608718738069004e-05,2.1351353667522353,-22.89595607085503,0
0.0,0.0,3.0,13.0,10.0,1.0,0.0,0.0,0.0,0.0,3.0,16.0,16.0,4.0,0.0,0.0,0.0,0.0,1.0,16.0,16.0,2.0,0.0,0.0,0.0,0.0,6.0,16.0,16.0,1.0,0.0,0.0,0.0,0.0,4.0,16.0,16.0,1.0,0.0,0.0,0.0,0.0,4.0,16.0,16.0,3.0,0.0,0.0,0.0,0.0,7.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,16.0,5.0,0.0,0.0,2.6884243,11.044622,5.2001796,14.350778,0.00765783939929753,-0.008958846799493521,8.692891673310083,24.761500637659207,1
0.0,0.0,13.0,16.0,13.0,1.0,0.0,0.0,0.0,6.0,16.0,10.0,15.0,5.0,0.0,0.0,0.0,3.0,15.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,4.0,0.0,0.0,0.0,0.0,5.0,16.0,16.0,13.0,10.0,1.0,0.0,0.0,13.0,16.0,16.0,16.0,16.0,9.0,7.4055758,5.6389055,-32.043274,25.154737,0.026376945721648812,-0.006653024821458759,-15.186493248569525,3.068914248171542,2
0.0,0.0,6.0,14.0,16.0,11.0,0.0,0.0,0.0,6.0,14.0,7.0,4.0,16.0,4.0,0.0,0.0,7.0,7.0,0.0,5.0,16.0,2.0,0.0,0.0,0.0,0.0,14.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0,10.0,12.0,0.0,0.0,0.0,9.0,16.0,16.0,11.0,3.0,0.0,-2.1955602,6.500632,-42.707882,-5.4871173,0.01038584972628099,0.01743105990564035,-24.58383594174822,-3.2142149737710373,3
0.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,8.0,0.0,0.0,0.0,0.0,1.0,13.0,12.0,0.0,4.0,13.0,1.0,0.0,6.0,16.0,9.0,7.0,15.0,10.0,0.0,0.0,9.0,16.0,16.0,16.0,15.0,2.0,0.0,0.0,0.0,4.0,1.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,4.508718,18.893833,39.603733,15.897601,-0.004973390727005682,-0.023007986786667364,21.25787211201162,-1.0182903658184264,4
0.0,0.0,5.0,10.0,14.0,16.0,11.0,0.0,0.0,2.0,15.0,15.0,5.0,4.0,1.0,0.0,0.0,2.0,16.0,9.0,4.0,1.0,0.0,0.0,0.0,2.0,16.0,16.0,16.0,11.0,0.0,0.0,0.0,2.0,9.0,1.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,3.0,0.0,0.0,0.0,0.0,2.0,13.0,7.0,0.0,0.0,0.0,0.0,7.0,14.0,7.0,0.0,0.0,0.0,-7.583617,1.4886584,-3.4063303,-20.313725,-0.010283547216671962,0.016852328847318777,-4.032782810652698,-6.205048221596316,5
0.0,0.0,1.0,9.0,15.0,1.0,0.0,0.0,0.0,0.0,9.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,12.0,16.0,13.0,3.0,0.0,0.0,2.0,15.0,13.0,4.0,3.0,13.0,0.0,0.0,0.0,9.0,8.0,2.0,4.0,16.0,1.0,0.0,0.0,0.0,9.0,12.0,12.0,8.0,0.0,0.17720595,-3.8885672,36.00002,-23.69434,-0.023864474663394575,0.010361278466896719,17.20406399919348,-12.427652375270664,6
0.0,0.0,5.0,12.0,16.0,12.0,4.0,0.0,0.0,1.0,12.0,7.0,5.0,16.0,5.0,0.0,0.0,2.0,9.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,2.0,3.0,12.0,1.0,0.0,0.0,0.0,4.0,12.0,14.0,15.0,12.0,4.0,0.0,0.0,5.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,-3.0454652,16.280268,5.9236183,39.30882,0.012875551310294593,-0.013548541862026711,-1.2611158128044315,14.46413482357926,7
0.0,2.0,15.0,12.0,1.0,0.0,0.0,0.0,0.0,4.0,16.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,15.0,12.0,5.0,0.0,0.0,0.0,5.0,16.0,16.0,11.0,0.0,0.0,0.0,2.0,13.0,13.0,14.0,2.0,0.0,0.0,0.0,5.0,13.0,0.0,6.0,8.0,0.0,0.0,0.0,4.0,11.0,0.0,1.0,15.0,0.0,0.0,0.0,2.0,12.0,16.0,16.0,7.0,0.0,0.0,-0.032313284,10.235511,-16.542992,7.509516,0.01844229188478914,0.007634607274264712,-8.307286364362128,-0.7093650950753778,8
0.0,0.0,9.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,11.0,3.0,0.0,0.0,0.0,4.0,7.0,8.0,5.0,8.0,0.0,0.0,0.0,8.0,10.0,15.0,14.0,9.0,0.0,0.0,0.0,0.0,4.0,7.0,9.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,2.0,0.0,2.0,12.0,6.0,0.0,0.0,0.0,10.0,14.0,14.0,7.0,0.0,0.0,-5.4956717,5.568592,-25.764946,-12.553271,0.0020072641089201666,0.017905055132060324,-12.299079057608727,-7.380616691324176,9
0.0,0.0,5.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,11.0,6.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,14.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,8.0,6.0,0.0,0.0,4.0,13.0,0.0,0.0,4.0,8.0,0.0,0.0,1.0,16.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,15.0,7.0,5.0,16.0,4.0,0.0,0.0,0.0,2.0,15.0,15.0,5.0,0.0,0.0,15.887298,8.864212,0.11909279,-59.278183,-0.03486918374714988,-0.0007865566488993237,-2.8349933330367145,-23.971419256258457,0
0.0,0.0,12.0,14.0,6.0,0.0,0.0,0.0,0.0,2.0,16.0,7.0,13.0,10.0,0.0,0.0,0.0,0.0,16.0,2.0,1.0,13.0,4.0,0.0,0.0,0.0,9.0,13.0,8.0,16.0,2.0,0.0,0.0,0.0,6.0,16.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,16.0,0.0,0.0,0.0,0.0,1.0,6.0,13.0,10.0,0.0,0.0,0.0,0.0,13.0,9.0,8.0,2.0,0.0,0.0,-5.7942944,6.385552,-18.359934,-16.868006,0.003196991179094817,0.017440470372036936,-7.922650177269872,0.14247024456133328,9
0.0,0.0,8.0,15.0,16.0,16.0,6.0,0.0,0.0,2.0,16.0,11.0,5.0,0.0,0.0,0.0,0.0,3.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,16.0,13.0,0.0,0.0,0.0,0.0,10.0,13.0,6.0,15.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,4.0,0.0,0.0,0.0,0.0,9.0,16.0,8.0,0.0,0.0,0.0,-6.7380595,0.6883732,3.9729557,-17.442379,-0.0038187968959441884,0.008071480826637285,3.3794849579409805,4.789768298620563,5
0.0,0.0,6.0,11.0,16.0,16.0,3.0,0.0,0.0,5.0,16.0,15.0,5.0,0.0,0.0,0.0,0.0,11.0,16.0,15.0,2.0,0.0,0.0,0.0,0.0,12.0,15.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,3.0,0.0,0.0,0.0,0.0,5.0,16.0,13.0,0.0,0.0,0.0,-6.7607145,0.5318312,5.3580112,-17.314869,-0.0015740110602040134,0.00555350145068713,1.2611508700938288,7.6692300117705,5
0.0,0.0,0.0,6.0,13.0,3.0,0.0,0.0,0.0,0.0,1.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,16.0,13.0,5.0,0.0,0.0,0.0,10.0,16.0,5.0,11.0,14.0,0.0,0.0,0.0,7.0,15.0,5.0,10.0,14.0,0.0,0.0,0.0,0.0,3.0,14.0,16.0,9.0,0.0,1.2065513,-4.2981763,30.655258,-18.351467,-0.020344996940628624,0.008058032342199511,18.888785366770207,-6.023156412180631,6
0.0,0.0,7.0,16.0,16.0,16.0,6.0,0.0,0.0,0.0,12.0,13.0,5.0,1.0,0.0,0.0,0.0,0.0,15.0,7.0,1.0,0.0,0.0,0.0,0.0,3.0,16.0,16.0,13.0,0.0,0.0,0.0,0.0,11.0,15.0,5.0,16.0,4.0,0.0,0.0,0.0,5.0,3.0,1.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,1.0,0.0,0.0,0.0,-6.621723,0.42284724,4.013561,-17.270708,-0.002393025662870001,0.005920875512423258,9.148219524073932,10.919219022514763,5
0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,13.0,4.0,0.0,0.0,0.0,5.0,16.0,6.0,3.0,12.0,0.0,0.0,0.0,7.0,14.0,1.0,0.0,11.0,5.0,0.0,0.0,3.0,14.0,0.0,0.0,7.0,10.0,0.0,0.0,1.0,14.0,2.0,0.0,9.0,9.0,0.0,0.0,0.0,9.0,11.0,6.0,15.0,5.0,0.0,0.0,0.0,0.0,10.0,16.0,11.0,0.0,0.0,16.09616,9.359397,4.257754,-55.347244,-0.031232482339444093,0.0018842917217134242,7.120084954191721,-25.652752486337484,0
0.0,0.0,10.0,13.0,9.0,1.0,0.0,0.0,0.0,2.0,16.0,7.0,10.0,8.0,0.0,0.0,0.0,0.0,12.0,12.0,7.0,11.0,0.0,0.0,0.0,3.0,16.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,5.0,8.0,12.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,11.0,16.0,16.0,16.0,8.0,0.0,-5.491123,5.5671067,-25.994877,-11.657916,0.004955841411561941,0.01801160970407527,-13.058302808543377,-6.921208382535005,9
0.0,1.0,13.0,14.0,2.0,0.0,0.0,0.0,0.0,7.0,14.0,9.0,5.0,0.0,0.0,0.0,0.0,6.0,13.0,3.0,12.0,6.0,4.0,0.0,0.0,1.0,14.0,12.0,14.0,16.0,4.0,0.0,0.0,0.0,2.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,11.0,14.0,8.0,13.0,0.0,0.0,0.0,4.0,16.0,4.0,2.0,14.0,2.0,0.0,0.0,1.0,12.0,14.0,13.0,6.0,0.0,0.0,-0.086769395,10.307188,-17.467247,6.2472982,0.018847383061466275,0.009072236098907,-4.517078653054586,0.576449549512704,8
0.0,0.0,5.0,15.0,14.0,3.0,0.0,0.0,0.0,0.0,12.0,7.0,2.0,12.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,12.0,1.0,0.0,0.0,0.0,12.0,11.0,10.0,15.0,0.0,0.0,0.0,0.0,2.0,10.0,15.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,6.0,12.0,15.0,2.0,0.0,0.0,0.0,7.0,13.0,4.0,0.0,0.0,0.0,-5.8950343,6.4221616,-18.33061,-17.252047,0.003922259383811372,0.017742926895597803,-8.556445678776493,-4.9105317201926795,9
0.0,0.0,4.0,15.0,16.0,6.0,0.0,0.0,0.0,0.0,13.0,11.0,11.0,15.0,0.0,0.0,0.0,0.0,15.0,13.0,15.0,16.0,7.0,0.0,0.0,0.0,7.0,16.0,16.0,11.0,2.0,0.0,0.0,0.0,5.0,15.0,16.0,2.0,0.0,0.0,0.0,0.0,16.0,9.0,12.0,11.0,0.0,0.0,0.0,2.0,16.0,6.0,8.0,16.0,0.0,0.0,0.0,0.0,7.0,14.0,13.0,8.0,0.0,0.0,0.30879223,10.112114,-10.562657,8.818971,0.013690236615325752,0.005937132826763138,-3.835410248786918,6.489419365281332,8
0.0,0.0,0.0,3.0,16.0,5.0,0.0,0.0,0.0,0.0,3.0,14.0,10.0,0.0,9.0,11.0,0.0,1.0,13.0,11.0,0.0,2.0,15.0,8.0,0.0,7.0,16.0,9.0,11.0,16.0,15.0,1.0,0.0,6.0,15.0,13.0,12.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,2.0,0.0,0.0,0.0,0.0,1.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,2.0,0.0,0.0,4.3765793,18.914587,38.33473,15.12566,-0.006552207151547895,-0.024958858313457153,16.47459610433711,-6.659076208881318,4
0.0,0.0,6.0,15.0,12.0,5.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,13.0,1.0,0.0,0.0,0.0,8.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,10.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,5.0,0.0,0.0,0.0,5.0,16.0,16.0,16.0,1.0,0.0,0.0,0.0,3.0,15.0,16.0,16.0,2.0,0.0,0.0,0.0,0.0,10.0,16.0,15.0,3.0,0.0,0.0,1.7678119,10.656417,-0.38484457,13.113188,0.010955485265584574,-0.0030858517824565853,9.161382404167883,19.75859154778357,1
0.0,0.0,5.0,10.0,11.0,13.0,12.0,0.0,0.0,2.0,14.0,8.0,8.0,13.0,10.0,0.0,0.0,1.0,6.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,8.0,1.0,0.0,0.0,2.0,15.0,15.0,8.0,7.0,0.0,0.0,0.0,1.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,-2.9796426,16.469467,6.2730684,38.035137,0.012249306104126174,-0.019549654318886396,-4.963266375787764,15.269583418064068,7
0.0,0.0,2.0,15.0,16.0,15.0,0.0,0.0,0.0,0.0,12.0,9.0,11.0,12.0,0.0,0.0,0.0,5.0,15.0,0.0,13.0,7.0,0.0,0.0,0.0,5.0,6.0,3.0,14.0,5.0,2.0,0.0,0.0,0.0,0.0,9.0,16.0,16.0,9.0,0.0,0.0,0.0,7.0,16.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,-2.9038546,16.275616,7.6773725,39.7271,0.012730716106698093,-0.020239380791658896,-3.0282766110397255,14.76467155140873,7
0.0,0.0,7.0,14.0,15.0,7.0,0.0,0.0,0.0,6.0,16.0,8.0,7.0,16.0,4.0,0.0,0.0,11.0,6.0,1.0,10.0,14.0,1.0,0.0,0.0,1.0,0.0,4.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,3.0,4.0,8.0,14.0,3.0,0.0,0.0,0.0,10.0,13.0,12.0,4.0,0.0,0.0,-1.8175915,6.4908056,-43.79049,0.3545223,0.011744135676665648,0.015571886616202239,-24.176905141151543,-2.586145832844768,3
0.0,1.0,9.0,16.0,16.0,15.0,3.0,0.0,0.0,8.0,16.0,12.0,8.0,8.0,3.0,0.0,0.0,6.0,16.0,9.0,3.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,16.0,4.0,0.0,0.0,0.0,3.0,6.0,4.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,0.0,0.0,0.0,0.0,5.0,8.0,15.0,10.0,0.0,0.0,0.0,0.0,11.0,16.0,11.0,1.0,0.0,0.0,-7.2084346,1.113584,0.32983038,-19.555742,-0.007104453085732358,0.012973242291779468,-6.651814981515183,1.0024421368756382,5
